epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.97089,1.32768,2.03684,1.34848,0,0.00028,0,0,4.11195,8.76036,2.92832,8.33e-06,8.33e-06,8.33e-06
1,2.62136,1.15873,3.90678,1.51432,0,0,0,0,3.94139,11.9122,2.79179,0,0,0
1,378.484,1.17573,1.30309,1.21288,0.64823,0.50376,0.54297,0.37752,1.14116,1.19576,1.15137,0.00333288,0.00333288,0.00333288
2,744.443,1.16667,1.29539,1.20252,0.65219,0.50805,0.55298,0.38729,1.12838,1.1747,1.1467,0.00633624,0.00633624,0.00633624
3,1103.99,1.17337,1.30757,1.20594,0.6389,0.51298,0.55154,0.38707,1.11891,1.16649,1.14343,0.00900959,0.00900959,0.00900959
4,1460.79,1.16773,1.30889,1.20402,0.66282,0.50498,0.55571,0.3914,1.11434,1.15663,1.13913,0.008515,0.008515,0.008515
5,1818.13,1.15321,1.28168,1.19538,0.66208,0.50679,0.55783,0.39381,1.11036,1.14468,1.13606,0.00802,0.00802,0.00802
6,2174.28,1.14482,1.26696,1.19013,0.67435,0.5025,0.55912,0.39541,1.10686,1.14005,1.13322,0.007525,0.007525,0.007525
7,2532.52,1.13768,1.25614,1.18659,0.66724,0.50915,0.56012,0.3965,1.10613,1.13805,1.13236,0.00703,0.00703,0.00703
8,2891.45,1.1332,1.24665,1.18344,0.66689,0.51174,0.56173,0.39707,1.10493,1.136,1.13145,0.006535,0.006535,0.006535
9,3247.81,1.12844,1.23975,1.18106,0.66123,0.5156,0.56263,0.39813,1.10403,1.13425,1.13108,0.00604,0.00604,0.00604
10,3603.98,1.12461,1.2302,1.17928,0.66313,0.51639,0.56283,0.39835,1.10312,1.13362,1.13064,0.005545,0.005545,0.005545
11,3955.32,1.10234,1.14412,1.1547,0.66828,0.51284,0.56353,0.39917,1.10112,1.13088,1.12932,0.00505,0.00505,0.00505
12,4306.14,1.09542,1.12623,1.15135,0.66196,0.51556,0.56339,0.39974,1.09941,1.12885,1.12797,0.004555,0.004555,0.004555
13,4656.68,1.09135,1.1162,1.1476,0.66311,0.51531,0.5644,0.40066,1.09806,1.12702,1.1267,0.00406,0.00406,0.00406
14,5007.09,1.08632,1.1055,1.14439,0.66556,0.51412,0.5643,0.40145,1.09639,1.12489,1.12564,0.003565,0.003565,0.003565
15,5357.72,1.08204,1.09621,1.14212,0.66788,0.51467,0.56532,0.40226,1.09587,1.12311,1.12514,0.00307,0.00307,0.00307
16,5708.42,1.07808,1.08779,1.13948,0.66539,0.51737,0.56537,0.40266,1.09494,1.12182,1.12442,0.002575,0.002575,0.002575
17,6059.6,1.07382,1.07626,1.13725,0.66875,0.5164,0.56524,0.40273,1.09491,1.12111,1.12395,0.00208,0.00208,0.00208
18,6411.69,1.07132,1.07133,1.13543,0.66976,0.51654,0.56588,0.40333,1.09441,1.12042,1.12336,0.001585,0.001585,0.001585
19,6768.15,1.06491,1.06012,1.13236,0.65848,0.52021,0.56582,0.40357,1.09401,1.11961,1.12302,0.00109,0.00109,0.00109
20,7120.95,1.06101,1.05202,1.1303,0.65678,0.52173,0.56611,0.40336,1.09379,1.11885,1.12262,0.000595,0.000595,0.000595
